209;421;15;1;14
210;116;59;2;1
211;428;11;3;2,7,8
212;479;67;3;1,30
213;112;41;1;15,20
214;473;43;3;
215;346;59;5;11,17,20
216;111;20;4;7,12,17
217;157;26;5;
218;161;47;3;
219;130;15;1;4,7
220;251;62;4;
221;238;20;5;8,11,17
222;60;54;4;53
223;148;32;3;
224;197;15;1;4
225;397;40;1;
226;493;28;4;6,16
227;479;35;3;
228;416;56;4;
229;30;41;1;23
230;351;47;1;34
231;220;61;1;47
232;452;43;2;11
233;138;39;5;5,21
234;481;26;2;
235;19;38;3;35
236;134;26;5;
237;202;10;5;1,6,8
238;95;66;4;11
239;369;38;2;21,23,35
240;152;49;5;5,32,48
241;172;65;3;28
242;361;12;1;4,5,8
243;179;12;1;
244;126;37;3;1
245;45;47;4;3,16,43
246;33;67;2;4,21,48
247;317;28;1;
248;239;51;2;
249;308;22;5;4,19,21
250;396;29;3;27
251;338;45;3;36,37
252;96;20;5;
253;335;52;3;5,39,49
254;255;50;5;26,38,39
255;9;64;5;6,31,52
256;490;66;4;
257;169;66;2;56,62
258;72;22;1;
259;362;39;4;1,11,26
260;233;70;4;15,28,55
261;49;60;4;43,53,58
262;457;66;5;2,13,62
263;439;31;1;17,28
264;405;65;1;25
265;315;47;1;
266;482;51;1;4,48
267;86;23;5;1,8
268;304;49;1;
269;476;49;2;27
270;12;59;3;46
271;53;23;5;3,7,14
272;279;10;2;7,8
273;323;21;1;1,14
274;182;45;2;37
275;373;67;5;
276;256;31;4;16
277;142;31;4;26,29
278;360;41;2;15
279;160;50;3;45
280;239;18;5;10,12
281;77;63;1;8
282;6;16;1;4,6
283;87;25;5;
284;294;33;5;31
285;134;61;4;3,8,55
286;392;69;2;1,21,37
287;103;60;4;22,31,35
288;40;45;2;1,35
289;248;59;3;4,21,41
290;46;61;5;3,22,27
291;483;29;4;1
292;124;44;4;41
293;252;46;1;
294;360;20;4;
295;3;61;1;12,16,31
296;220;54;5;52
297;259;19;4;1,7,15
298;228;59;2;44
299;456;47;4;25,45
300;316;49;4;14,28,46
301;348;11;5;2,8
302;259;51;1;3,8,29
303;408;16;2;8,12,13
304;397;32;4;30
305;34;29;3;2,3,22
306;18;57;2;21,49
307;4;23;4;12
308;210;42;1;28
309;355;22;1;1
310;124;36;2;10,19,28
311;282;34;2;
312;178;47;3;22,23
313;332;54;5;
314;174;45;4;
315;266;46;4;
316;386;41;3;
317;50;20;5;2,10,15
318;24;60;1;28,55,59
319;352;69;1;42
320;410;52;2;12,21,22
321;235;41;4;15
322;417;18;5;5,15
323;335;12;4;6,8
324;50;61;4;
325;170;18;2;6,10,13
326;445;40;5;15,36
327;296;39;4;21,28,35
328;123;53;3;
329;408;50;1;19
330;414;36;5;6,12
331;14;10;4;2
332;465;28;3;13,14,22
333;496;15;1;10,11
334;165;13;1;
335;426;54;5;34,45
336;55;53;5;11,20,52
337;233;18;5;7
338;369;46;4;22
339;45;45;5;10,30,33
340;176;26;1;
341;62;25;5;3,17
342;105;49;3;
343;203;54;3;18,21
344;379;27;5;
345;40;33;4;8,26,28
346;133;52;2;19,48,49
347;279;40;2;16,17,24
348;417;54;2;
349;328;41;5;13
350;292;37;1;28
351;172;57;1;28,45
352;359;32;4;13,14,29
353;273;63;2;
354;106;69;1;13,25,62
355;493;11;5;
356;274;61;1;51
357;481;59;5;20
358;285;11;2;6
359;221;30;1;
360;52;17;3;
361;143;40;1;19
362;188;60;4;25,47,59
363;379;40;4;29,34
364;308;30;1;
365;478;66;5;24,30
366;493;17;4;
367;387;14;4;
368;32;24;4;1,13,17
369;372;39;1;13,20,26
370;203;54;3;53
371;148;49;4;
372;85;12;2;
373;138;41;3;24,36
374;159;68;5;29,60
375;51;51;3;4,33,38
376;389;27;2;
377;221;38;3;
378;305;66;3;14,19,40
379;352;41;2;
380;163;25;4;14
381;122;29;2;9,13
382;207;30;4;11,21
383;44;35;5;8,17
384;438;29;5;21
385;52;52;5;1,4,31
386;252;40;4;
387;287;10;2;3,8
388;46;66;3;11,33,38
389;131;46;5;
390;284;67;2;27,57
391;9;65;5;6
392;350;57;3;38
393;394;36;5;
394;212;18;3;
395;109;24;2;
396;109;40;5;1,4
397;464;20;4;10
398;93;32;2;
399;456;69;4;
400;132;51;5;28
401;11;29;1;22,25
402;447;37;1;
403;267;60;4;7,42
404;420;32;2;3
405;8;51;3;16
406;21;45;3;11,25,35
407;30;36;4;32,35
408;306;42;3;9,15
409;116;56;5;2
410;350;52;1;
411;195;32;3;6
412;127;26;2;19
413;475;35;3;9,33
414;100;17;2;3,8
415;123;22;3;3
416;196;19;1;11,16
417;354;50;3;
418;347;60;1;50
419;65;43;3;15
420;305;11;2;
421;3;12;1;1,9
422;216;38;2;
423;388;38;5;
424;411;61;4;8,28,52
425;205;26;4;
426;49;27;3;
427;329;50;1;31,35,38
428;467;65;5;3,4,53
429;147;32;4;2,3,15
430;324;24;5;14
431;485;53;2;
432;348;52;4;41,48
433;357;44;4;5
434;315;31;3;17,30
435;224;60;4;37,42
436;208;14;3;
437;310;60;4;36,37
438;195;24;5;
439;307;44;3;30
440;485;21;3;13,16,19
441;280;54;3;21,44
442;233;33;3;14,15,17
443;400;13;4;8
444;196;40;4;1,30,34
445;356;56;1;5,18,25
446;90;50;3;
447;471;33;2;
448;158;65;5;45
449;260;24;3;
450;333;68;1;
451;154;56;4;5
452;439;45;4;38
453;197;32;5;
454;224;39;2;16,26
455;409;35;5;
456;421;38;1;7,12
457;325;39;4;
458;84;14;3;3,5,7
459;23;53;3;8,47
460;314;13;1;9
461;464;41;4;12
462;317;12;2;1,3,4
463;95;44;2;
464;491;67;5;
465;139;34;1;33
466;232;31;2;
467;3;70;1;
468;194;25;1;
469;354;22;5;5,10,20
470;54;48;2;4,6,23
471;64;37;2;
472;281;29;1;3,11
473;415;10;3;
474;108;61;3;40,49
475;26;12;3;
476;116;41;4;32,40
477;262;60;2;57
478;84;15;1;1,2,3
479;248;32;4;15
480;332;35;1;3
481;49;38;3;6
482;114;13;2;8,12
483;233;61;3;9,24
484;113;31;3;
485;340;36;5;
486;121;44;5;42
487;346;18;4;4,6
488;334;70;1;10
489;433;69;4;39,45,52
490;465;43;3;15,27,41
491;383;66;2;4,56
492;492;17;2;4,9,16
493;300;37;3;
494;464;39;2;7,37
495;122;52;1;4,13
496;210;61;5;13,47
497;137;14;1;3,4,12
498;472;12;3;
499;53;18;1;3,7,8
500;23;68;5;
501;129;36;2;
502;366;46;5;9,23
503;296;10;5;
504;378;49;1;35
505;434;49;1;11
506;213;48;2;
507;463;67;3;5,36,37
508;41;12;4;
509;358;59;5;
510;5;64;3;60
511;219;47;3;
512;63;10;5;4,6,7
513;95;37;3;9,32
514;447;53;4;7
515;370;53;3;23,29
516;17;61;3;
517;313;51;2;40,44
518;451;60;4;
519;413;51;2;21,31
520;404;61;2;
521;309;52;5;14,38,48
522;77;16;3;2,10
523;434;25;5;1,12
524;360;63;1;34,62
525;165;37;4;13,22,29
526;60;54;5;
527;418;33;4;5
528;32;53;1;
529;253;37;5;
530;35;32;3;13
531;111;44;3;
532;189;39;5;9,26
533;282;10;4;3
534;231;60;2;
535;471;51;2;45
536;26;49;2;1
537;177;62;2;6,9,23
538;145;12;4;
539;204;66;5;
540;68;31;4;
541;46;64;4;44,59
542;389;23;1;9,11,20
543;201;59;4;7,14
544;393;51;2;21
545;487;45;5;
546;426;37;2;2,17
547;46;27;1;3,21,22
548;341;57;4;55
549;32;33;5;9,20
550;465;25;5;10
551;304;52;5;6,11,23
552;155;64;2;13
553;137;35;1;6,11,28
554;24;53;1;41
555;453;37;2;
556;22;25;3;19
557;84;34;4;14,22,30
558;245;37;3;6,9,20
559;152;51;4;28
560;221;30;3;
561;290;53;2;8
562;241;29;4;13,14,22
563;176;69;3;17,20
564;471;26;3;19,20
565;324;31;4;30
566;318;37;5;4,19,24
567;466;33;1;30
568;311;21;4;5,15
569;493;44;5;18
570;167;45;5;19
571;203;42;1;23
572;208;12;3;4,9
573;309;63;4;9,38
574;32;20;2;7,19
575;89;64;4;32
576;299;26;1;21
577;92;52;4;47
578;434;32;5;18,26
579;285;67;4;9,11,32
580;225;10;3;1,8,9
581;192;50;4;3
582;176;34;5;
583;279;29;5;24
584;272;33;1;5,26
585;111;27;4;
586;269;23;5;4
587;471;61;5;30
588;32;40;1;
589;349;25;4;1,7,16
590;493;34;5;
591;323;53;3;13,31,47
592;332;48;2;
593;145;28;2;
594;126;37;4;34
595;323;37;2;8,22,27
596;430;40;1;12,17
597;235;49;3;1,15,44
598;212;30;2;7
599;236;15;1;
600;379;57;5;
601;173;27;1;1,26
602;341;64;3;
603;66;41;3;
604;327;49;5;13,27
605;230;11;1;3,4,5
606;161;63;1;41,44
607;149;67;4;
608;394;34;3;17
609;156;13;1;2
610;7;19;1;
611;192;47;3;20,31,39
612;414;40;4;4,29
613;92;62;5;57
614;215;41;5;
615;386;61;3;47
616;120;39;2;18
617;349;66;4;32,58,62
618;304;35;4;6,22
619;445;10;5;5,8
620;422;54;4;5
621;36;63;1;
622;142;66;2;
623;453;54;5;20
624;497;50;1;1,48
625;255;18;4;4,16
626;486;44;2;
627;442;66;2;42,51,63
628;445;48;5;28
629;453;55;5;51
630;165;61;5;
631;107;25;5;2,3,11
632;435;25;4;
633;209;29;3;
634;278;44;4;
635;304;42;5;1,2,20
636;209;53;3;5,7,44
637;108;43;4;14,16,17
638;363;31;2;9
639;224;57;2;35,49
640;227;55;1;4
641;223;54;3;
642;106;35;5;6,13,32
643;255;54;5;16,19
644;352;64;1;12,25,42
645;393;69;2;4,48
646;355;63;1;10
647;179;16;4;11
648;457;10;1;5,9
649;309;69;4;25,29
650;385;18;1;6
651;222;22;3;
652;194;25;5;7
653;218;29;4;
654;487;17;5;
655;182;21;4;13
656;319;29;3;1,19
657;311;39;5;25,34,35
658;35;40;5;
659;58;12;2;4,10
660;413;60;5;1,16,59
661;95;47;4;16,22
662;42;30;2;9,11,17
663;244;42;2;
664;469;49;2;9,19,23
665;57;35;3;17,24,27
666;499;64;1;14
667;401;55;1;8
668;155;30;1;29
669;222;30;1;
670;487;39;5;15,26,32
671;151;56;1;
672;175;44;1;
673;250;43;1;9
674;77;52;4;11,16,51
675;237;69;1;35,56,60
676;11;10;1;4,6,7
677;292;43;3;21,37
678;218;40;5;
679;362;29;3;4,7,22
680;37;70;3;35
681;336;59;4;41
682;453;39;1;7
683;298;27;2;14,16
684;165;44;1;11,38
685;257;43;3;1,10,39
686;183;17;3;3
687;490;23;2;
688;366;29;2;4,15,24
689;369;34;4;10
690;341;50;2;23,40,41
691;241;25;5;3,7,20
692;321;18;2;5,7
693;60;27;5;20
694;57;15;1;1,5,6
695;317;62;4;40
696;285;35;5;
697;192;36;5;
698;316;21;5;4,16
699;205;37;2;1
700;360;51;1;11,18,34
701;426;52;3;14,41
702;127;35;2;5,30
703;167;10;1;2,4,6
704;97;29;5;3,27
705;3;27;5;13,14,16
706;159;63;3;11
707;1;46;3;10
708;186;62;4;23,34,61
709;318;16;5;4
710;105;60;2;10,25,36
711;145;62;1;20,37,53
712;135;11;3;
713;190;15;4;6
714;322;36;5;10,23
715;453;12;4;8,11
716;294;50;4;1,25,28
717;124;27;3;1,16,26
718;59;44;3;
719;45;38;5;29,37
720;96;26;5;5,6,18
721;95;20;2;4,15,18
722;415;30;4;
723;387;52;1;6,51
724;166;31;2;7
725;411;68;4;
726;153;14;5;1,8,12
727;309;35;4;
728;305;54;5;
729;107;42;5;
730;127;21;4;4,15
731;401;66;5;16,19,49
732;85;16;4;
733;297;56;4;29,30,52
734;360;61;3;
735;203;51;1;
736;144;29;5;9
737;129;28;2;12,27
738;201;20;2;12,13,18
739;49;23;2;6,13,19
740;472;54;3;28,35
741;93;33;5;19,26
742;469;69;1;21,26,54
743;462;32;5;12
744;380;61;2;25,33,58
745;257;49;5;7,10,38
746;110;67;2;11,45,58
747;310;41;4;8
748;197;22;5;
749;406;26;2;10,15,21
750;52;49;3;38
751;364;33;4;1,20
752;436;57;2;28,43
753;137;69;5;25
754;2;65;5;12,59
755;472;60;3;5,14
756;489;27;5;1,19
757;285;69;2;36,55
758;65;52;1;8,14,31
759;255;57;1;
760;57;63;1;37
761;195;29;1;7,10,23
762;367;22;3;
763;133;66;5;13,36,38
764;28;57;1;26,46
765;448;14;4;12
766;464;10;4;2,3,8
767;173;58;4;
768;14;48;2;
769;73;47;5;13
770;199;11;2;6,7
771;229;34;5;1,6,10
772;247;41;2;10,31
773;282;46;1;2,20,31
774;462;33;2;
775;20;42;3;26
776;228;43;4;
777;336;24;3;10,18,20
778;352;45;1;26,33
779;479;34;5;22,31,33
780;331;17;1;
781;245;39;5;13,20,34
782;158;63;3;19,20,21
783;212;57;4;30
784;331;42;5;26,27,34
785;242;32;4;3,6,7
786;459;27;5;18,19
787;390;11;5;4,7,10
788;318;37;2;8,29
789;22;67;3;8
790;336;12;4;2,10
791;197;66;4;
792;323;35;3;12,25
793;159;10;5;4,9
794;23;42;4;22,36
795;427;39;3;7,11
796;44;15;4;
797;295;55;1;11
798;254;50;2;29,37
799;315;40;5;9,36
800;77;63;5;3,12,46
801;221;63;2;11,31,32
802;298;53;1;36
803;397;10;4;4
804;305;14;4;5,7
805;425;42;5;33
806;294;32;2;
807;28;33;4;
808;308;20;1;3
809;231;37;4;
810;182;21;4;1,4,16
811;495;49;4;6,40
812;438;20;2;10
813;148;61;5;18,34,52
814;433;12;2;2,11
815;344;35;4;5
816;223;66;2;
817;87;56;4;11,33,35
818;102;37;4;2,8,9
819;245;50;5;11,26
820;141;60;1;32,39,58
821;16;64;5;4,33
822;5;32;2;3,10
823;146;51;3;38
824;101;45;4;
825;129;10;3;5
826;302;31;2;21,27
827;295;26;4;9
828;82;24;4;4,7
829;251;16;5;4
830;269;38;5;17
831;56;37;1;20
832;172;50;2;
833;222;38;4;7
834;152;24;2;2
835;361;46;4;8,12,20
836;372;51;3;34,35,36
837;256;56;2;19,53
838;317;41;3;24
839;14;70;5;
840;311;21;3;4,13
841;208;10;5;3,4,6
842;79;22;4;
843;3;16;5;1,13
844;120;44;2;15,32,39
845;72;43;5;38
846;139;10;2;
847;270;41;2;
848;17;49;4;
849;120;44;1;7,15,33
850;180;50;3;20
851;129;47;1;22,23,34
852;10;60;2;
853;347;28;2;18,19,20
854;160;20;3;1,3,6
855;128;64;5;27,51,58
856;226;53;5;15,36,37
857;273;20;3;1,8
858;266;59;4;54
859;356;53;2;26
860;346;38;5;
861;353;14;1;1,8,13
862;463;51;2;45
863;28;34;3;25
864;398;45;4;
865;10;62;2;12,15,21
866;200;16;3;13
867;414;69;5;
868;259;56;2;52
869;440;34;3;18
870;138;54;2;32,40,53
871;226;28;4;
872;285;45;2;
873;68;52;5;5
874;434;28;1;
875;122;33;2;1,23,26
876;389;32;3;
877;280;24;4;14,22
878;172;70;1;3,7,21
879;84;38;5;
880;159;37;4;7,26
881;489;59;1;13,16
882;105;23;2;4
883;226;47;1;25,35
884;368;10;5;2,8
885;171;30;2;18,21
886;35;18;5;1,10,11
887;122;51;2;15,42
888;152;15;1;
889;109;59;5;3,7
890;161;29;2;13,14
891;95;36;3;1
892;61;29;2;
893;375;70;4;1,22,52
894;322;62;5;37
895;429;58;3;7,20
896;64;18;1;2
897;270;61;4;6,35
898;286;48;2;9,21,22
899;409;17;1;8
900;448;22;1;
901;135;50;5;38
902;361;26;1;20
903;405;25;5;18
904;474;42;5;2,25
905;102;29;1;
906;223;57;5;9,12,23
907;480;64;5;29,45,52
908;251;44;5;7,33
909;330;32;4;
910;405;29;5;
911;114;69;5;16,53,61
912;327;31;3;2,13,21
913;315;66;5;1,2,31
914;333;56;4;43,46
915;429;41;3;8,12
916;128;33;3;
917;3;44;1;
918;362;33;2;22,24
919;447;70;4;
920;349;39;5;4,5,32
921;122;70;4;52,67
922;90;16;4;2,12,14
923;389;60;1;35,36,46
924;131;40;5;
925;281;61;4;56,57
926;57;70;2;
927;96;60;5;28
928;3;16;4;11,14
929;319;70;3;16,30
930;101;70;5;
931;9;10;4;1,7,8
932;216;46;3;
933;464;18;2;5,8,12
934;368;40;4;3,27
935;132;31;2;3,24,25
936;163;14;2;12
937;340;44;5;5,9,43
938;196;42;5;25
939;110;30;4;13,20,27
940;377;66;1;
941;95;59;2;9,36
942;189;13;2;
943;342;68;1;9,48,55
944;14;60;4;
945;268;56;1;8
946;383;69;4;
947;484;51;2;5,30
948;250;27;4;13,22,24
949;489;13;4;1,5,8
950;150;41;3;2,27,30
951;107;24;2;19
952;475;54;5;
953;90;60;2;39
954;138;62;1;
955;285;46;2;5
956;109;27;4;
957;333;12;5;8,11
958;119;26;5;8,15
959;42;50;4;37
960;305;33;2;1,16,17
961;104;46;3;15,17
962;30;25;1;19
963;102;18;5;5,6,11
964;69;13;3;10
965;461;38;5;
966;179;20;3;
967;392;46;5;3,19,35
968;90;28;2;6,12
969;46;18;2;
970;111;45;1;18
971;447;18;3;
972;271;41;5;15,24
973;40;18;5;10,14
974;210;22;2;
975;208;14;4;
976;233;68;3;
977;44;16;4;1,9,15
978;351;11;5;
979;311;52;2;
980;37;23;4;2,6,22
981;68;61;1;25,27,40
982;65;12;2;5
983;462;64;4;27,35,38
984;15;10;3;7,9
985;257;43;1;
986;491;68;5;
987;230;30;2;10
988;271;30;5;4
989;402;36;2;19
990;217;54;4;3,44
991;82;57;2;44,56
992;159;63;5;14,32,36
993;96;30;3;
994;263;30;2;24
995;47;60;3;3,42
996;273;11;5;4,7,10
997;469;48;4;22,30,32
998;375;28;3;
999;141;60;2;41
1000;66;38;5;14,16,26
1001;2;34;5;2
1002;368;25;4;20
1003;133;50;2;13,17,46
1004;137;31;1;5,19,29
1005;96;16;4;5,14
1006;362;41;4;5,35
1007;130;18;3;5,13,15
1008;295;33;3;
1009;224;62;2;33
1010;159;65;2;34,48
1011;399;15;5;3,4,14
1012;12;13;1;2,9
1013;200;16;4;1,14
1014;142;62;1;20,25
1015;266;18;5;8,11
1016;100;44;3;34,36,42
1017;419;51;1;11
1018;446;17;5;8,9
1019;98;68;5;
1020;214;37;2;
1021;35;57;1;19,43,53
1022;131;23;2;10
1023;69;38;5;10
1024;420;45;3;7,27,39
1025;151;29;4;
1026;355;14;3;8
1027;316;69;3;
1028;413;12;1;4,5,6
1029;364;27;3;17
1030;321;18;3;1,9
1031;51;61;1;18,36
1032;450;17;4;2,13
1033;362;33;3;4
1034;463;62;5;40
1035;449;64;4;
1036;247;12;3;8,10
1037;413;65;1;
1038;377;48;3;
1039;472;51;2;17
1040;70;49;4;23,36,46
1041;205;15;2;7,13
1042;206;58;3;49
1043;413;54;4;
1044;210;51;4;29
1045;111;49;4;
1046;166;58;3;
1047;444;55;4;34
1048;440;23;2;10,14,18
1049;421;28;1;2,27
1050;251;65;5;39,50
1051;232;22;5;11
1052;244;28;1;
1053;121;24;2;18,21
1054;32;63;1;9
1055;141;16;2;1,12
1056;387;32;3;7,13
1057;224;65;4;20
1058;476;25;5;
1059;337;32;2;1,2,24
1060;308;67;1;29,62
1061;150;12;2;
1062;44;64;3;13
1063;174;49;2;21
1064;305;41;4;4,13,30
1065;209;17;2;13
1066;111;66;3;
1067;87;60;4;
1068;330;33;5;7,30
1069;347;63;4;33,48
1070;423;58;5;7,31
1071;379;37;5;26,33
1072;288;53;4;
1073;416;52;4;
1074;483;31;3;22,24,30
1075;232;42;5;2,12,27
1076;420;21;2;18,20
1077;403;53;3;7,21,51
1078;211;29;1;2,3
1079;259;14;5;3,12
1080;324;48;1;46,47
1081;266;14;4;
1082;423;63;3;
1083;385;67;5;58
1084;464;38;2;12,26,28
1085;202;39;5;29,36
1086;279;40;4;12
1087;222;24;3;8,17
1088;459;12;3;1
1089;389;51;1;
1090;107;64;3;7,21
1091;351;15;2;2,8,10
1092;432;21;1;2,4
1093;499;38;2;27
1094;25;52;3;16,31
1095;93;44;4;9,18,41
1096;28;38;2;23
1097;393;19;2;
1098;244;45;4;9,28
1099;115;70;1;48
1100;85;15;5;
1101;298;54;1;26,36,53
1102;102;68;5;16,39
1103;174;49;5;25
1104;308;26;2;15,22,23
1105;468;32;5;29
1106;53;13;4;
1107;450;41;3;34
1108;162;54;1;
1109;28;31;2;5,15
1110;126;35;2;28,33,34
1111;80;38;5;20,24,33
1112;237;23;2;1,13,21
1113;288;25;3;12,17
1114;163;34;5;4,29
1115;466;45;4;16,24
1116;395;31;2;
1117;107;70;2;44,53
1118;293;56;4;7,11,53
1119;442;29;4;20
1120;495;32;2;7
1121;299;59;5;3,9,24
1122;457;52;4;
1123;228;23;1;
1124;403;58;2;31,34,56
1125;497;35;5;24
1126;113;41;4;19
1127;371;58;3;18,26,29
1128;311;54;1;17,18,26
1129;152;49;3;
1130;355;19;2;
1131;15;64;2;5
1132;1;65;5;
1133;349;51;4;27,33,41
1134;320;15;2;6,9
1135;362;30;5;1,4,24
1136;28;41;2;
1137;263;39;3;2,30,33
1138;189;36;4;
1139;394;43;5;7,40
1140;433;42;3;17,23
1141;408;47;2;23
1142;137;41;5;3
1143;83;49;5;17,39,43
1144;121;35;2;
1145;223;40;4;
1146;330;33;3;
1147;405;50;5;3,37
1148;493;23;5;8,12,21
1149;117;25;1;7,20,24
1150;353;34;1;1,5
1151;141;48;3;
1152;306;20;1;5,7
1153;290;57;3;12,40
1154;272;16;1;6,10
1155;478;16;5;
1156;499;60;2;
1157;252;45;5;38,39
1158;51;12;3;
1159;154;28;1;
1160;485;31;5;3,13
1161;377;13;2;
1162;251;46;2;
1163;320;15;5;11
1164;361;27;4;14,15
1165;85;29;1;
1166;188;67;5;45
1167;457;11;3;3,6,7
1168;110;20;2;4,19
1169;223;62;5;5,36
1170;166;45;2;
1171;472;34;2;4,21,31
1172;418;11;4;9,10
1173;212;18;3;2,17
1174;468;53;3;
1175;403;41;4;5,7,28
1176;117;16;4;
1177;358;60;2;49
1178;48;56;5;40
1179;405;37;4;19
1180;461;58;5;5,22,27
1181;255;52;2;4,8,23
1182;460;63;3;22,27,55
1183;8;16;4;3,5,12
1184;330;36;3;1
1185;204;24;5;
1186;198;35;1;12,34
1187;377;39;1;34
1188;355;19;3;10,12,18
1189;141;35;3;
1190;397;47;1;
1191;89;13;3;
1192;301;20;5;1,12
1193;36;10;2;2
1194;9;10;1;1,6,9
1195;244;61;2;
1196;168;69;2;34,38
1197;451;19;2;
1198;378;29;2;10,23,27
1199;297;38;3;25,27,31
1200;434;28;4;
1201;106;11;5;
1202;192;10;4;5,6,9
1203;398;19;1;12,14,18
1204;257;48;5;36
1205;194;33;2;2,13,21
1206;210;27;5;5,15,20
1207;33;63;3;22,30,56
1208;410;38;1;
1209;247;59;2;
1210;346;28;1;11,13,25
1211;58;65;4;34,40,45
1212;63;14;4;2,4,7
1213;211;38;2;19,28,36
1214;323;63;3;
1215;457;12;2;
1216;34;24;5;
1217;368;23;5;19
1218;177;49;3;9
1219;208;51;5;7
1220;97;19;5;1
1221;126;31;1;15,26,30
1222;340;40;1;22,28
1223;87;23;3;3,11,15
1224;419;50;1;
1225;181;45;3;24,30,33
1226;311;10;2;7
1227;485;40;5;3,6
1228;462;33;2;3,14,28
1229;488;66;2;
1230;335;47;4;
1231;431;43;4;16,26,28
1232;226;64;5;
1233;102;58;4;7,46
1234;481;49;5;12,26,44
1235;3;34;3;19
1236;365;30;5;5,27
1237;278;55;5;4,9,25
1238;493;19;1;4,7
1239;399;29;4;
1240;301;47;1;22,23,37
1241;142;30;4;28
1242;360;54;4;28,41
1243;28;70;1;
1244;68;58;4;26
1245;30;49;1;6,19,23
1246;483;49;1;
1247;22;48;1;43
1248;21;64;5;
1249;147;25;4;10,21
1250;23;63;3;29,39
1251;455;29;3;4,13
1252;209;56;5;7
1253;261;38;4;14
1254;184;50;5;3,40
1255;96;32;1;10,15
1256;400;61;2;6,57
1257;464;52;5;
1258;171;29;2;25
1259;223;26;4;8,18,24
1260;438;63;4;7,37
1261;27;12;4;
1262;198;51;1;
1263;51;50;5;
1264;142;64;2;3,4,61
1265;227;27;2;11,18
1266;104;13;4;4,6,11
1267;157;44;1;
1268;415;41;2;4,27,35
1269;396;39;5;2,9
1270;453;54;5;48
1271;151;64;4;52
1272;232;67;1;4,57
1273;273;60;1;18,32
1274;4;38;5;
1275;182;63;1;10,49,61
1276;19;22;4;12,13
1277;385;28;5;1
1278;245;59;1;9,24,48
1279;339;20;1;8,19
1280;429;27;2;2,3,18
1281;482;60;1;5,19,31
1282;178;46;1;
1283;11;46;4;
1284;160;40;3;
1285;19;55;2;
1286;96;13;4;
1287;113;42;2;24
1288;240;45;3;20,34,38
1289;28;16;3;
1290;338;14;2;
1291;324;68;5;13
1292;401;56;1;40
1293;13;11;4;1
1294;305;40;3;2,21
1295;231;30;1;
1296;330;60;3;28,51
1297;409;42;4;23,33
1298;163;27;4;23
1299;25;50;1;12
1300;198;69;2;28,67
1301;389;27;1;
1302;490;15;1;
1303;184;50;2;41
1304;192;13;2;9
1305;3;21;2;3,17
1306;330;41;3;9,34
1307;3;47;2;20,21
1308;417;63;2;
1309;238;66;4;23
1310;423;51;5;38
1311;394;32;2;31
1312;424;19;3;
1313;350;48;1;18,21
1314;10;40;4;20,23,33
1315;163;59;2;58
1316;326;59;2;5,17
1317;185;13;5;7,8,12
1318;494;40;3;
1319;326;37;2;8,14
1320;196;15;1;11
1321;175;63;5;3,30,61
1322;194;22;5;
